trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.5, 'e': 0.9409260058897714}",25,0,-111.34770077546803,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
183,False,"{'a': 0.5, 'e': 0.9403947870968594}",25,0,-8.918067495476132,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.9398599297857055}",35,19,-93.0681514404643,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 1}",1
185,False,"{'a': 0.5, 'e': 0.9393214137372925}",25,7,-39.52515876285729,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.9387792186907974}",35,0,-189.65993015015655,"{0: 21, 1: 3, 2: 8, 3: 0, 4: 3}",0
187,False,"{'a': 0.5, 'e': 0.9382333243446843}",20,7,-13.072677580661633,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.937683710357815}",20,0,-136.1724111480809,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.937130356350584}",30,0,-282.72464707532725,"{0: 17, 1: 1, 2: 3, 3: 5, 4: 4}",0
190,False,"{'a': 0.5, 'e': 0.9365732419060733}",35,0,-205.29396022712666,"{0: 21, 1: 2, 2: 8, 3: 1, 4: 3}",0
191,False,"{'a': 0.5, 'e': 0.9360123465712313}",20,0,-96.93326202024157,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.9354476498580718}",20,0,-45.98845930430187,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.934879131244897}",25,0,-63.57128868233101,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.9343067701775422}",35,0,-156.77999490135002,"{0: 22, 1: 4, 2: 6, 3: 1, 4: 2}",0
195,False,"{'a': 0.5, 'e': 0.9337305460706439}",20,0,-93.44360457513693,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.9331504383089306}",20,0,-22.96282204263235,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.9325664262485373}",20,0,-70.81005469125863,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.9319784892183409}",25,0,-205.20787653587607,"{0: 11, 1: 3, 2: 6, 3: 3, 4: 2}",0
199,False,"{'a': 0.5, 'e': 0.9313866065213239}",20,0,-45.22286401355602,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.9307907574359561}",30,0,-97.72226342358805,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.930190921217605}",30,0,-129.35719189504425,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
202,False,"{'a': 0.5, 'e': 0.9295870770999676}",20,0,-85.03720264123703,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
203,False,"{'a': 0.5, 'e': 0.928979204296526}",20,0,-79.14553561307444,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.9283672820020301}",25,0,-181.28125770629876,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
205,False,"{'a': 0.5, 'e': 0.9277512893940016}",20,0,-85.14011580255756,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.9271312056342652}",20,0,-64.02338039340361,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.9265070098705035}",25,20,8.21191443257535,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.9258786812378358}",20,0,-72.79173692253337,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.9252461988604258}",25,0,-133.81923352926967,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
210,False,"{'a': 0.5, 'e': 0.9246095418531098}",20,0,-62.56337018369764,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.923968689323054}",25,0,-101.07042945906211,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
212,False,"{'a': 0.5, 'e': 0.923323620371436}",20,2,-228.4864583815307,"{0: 9, 1: 0, 2: 2, 3: 3, 4: 4}",1
213,False,"{'a': 0.5, 'e': 0.9226743140951514}",30,0,-105.43468920367427,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
214,False,"{'a': 0.5, 'e': 0.9220207495885484}",20,0,-114.34397952321899,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
215,False,"{'a': 0.5, 'e': 0.9213629059451861}",20,0,-57.622607137326746,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.9207007622596203}",20,0,-45.440853253109545,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.9200342976292152}",20,11,-8.455366761353208,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.9193634911559816}",20,0,-59.612428693629,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.9186883219484419}",25,0,-190.07552256260254,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
220,False,"{'a': 0.5, 'e': 0.918008769123521}",25,0,-194.86626125951457,"{0: 13, 1: 1, 2: 5, 3: 4, 4: 2}",0
221,False,"{'a': 0.5, 'e': 0.9173248118084647}",20,6,-34.528864489559204,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.9166364291427849}",25,6,-94.68734602594652,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.9159436002802308}",25,0,-152.14673428922887,"{0: 15, 1: 4, 2: 1, 3: 3, 4: 2}",0
224,False,"{'a': 0.5, 'e': 0.9152463043907888}",30,0,-194.25304526156415,"{0: 18, 1: 3, 2: 4, 3: 2, 4: 3}",0
225,False,"{'a': 0.5, 'e': 0.9145445206627085}",20,0,-131.8375990325576,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
226,False,"{'a': 0.5, 'e': 0.9138382283045559}",25,4,-111.50603247203391,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 2}",1
227,False,"{'a': 0.5, 'e': 0.9131274065472942}",30,0,-149.69297159099602,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
228,False,"{'a': 0.5, 'e': 0.9124120346463924}",25,0,-199.91077214270513,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
229,False,"{'a': 0.5, 'e': 0.9116920918839614}",25,0,-190.6264080174534,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
230,False,"{'a': 0.5, 'e': 0.9109675575709154}",20,0,-42.776307906282085,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.9102384110491656}",25,0,-174.57450651984433,"{0: 13, 1: 2, 2: 4, 3: 5, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.9095046316938364}",20,0,-130.4559147013283,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
233,False,"{'a': 0.5, 'e': 0.9087661989155134}",30,0,-88.4675811649216,"{0: 23, 1: 1, 2: 3, 3: 2, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.9080230921625165}",25,0,-93.9485787997884,"{0: 17, 1: 0, 2: 5, 3: 3, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.9072752909232025}",20,0,-8.236482844580335,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.9065227747282941}",30,0,-56.736620617221455,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.905765523153239}",20,0,-72.22587431491415,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
238,False,"{'a': 0.5, 'e': 0.9050035158205939}",20,12,10.830426396899181,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.9042367324024394}",35,0,-340.5248156226125,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 6}",0
240,False,"{'a': 0.5, 'e': 0.9034651526228206}",20,0,-157.55377402830933,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
241,False,"{'a': 0.5, 'e': 0.9026887562602165}",20,0,-125.77506484221462,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
242,False,"{'a': 0.5, 'e': 0.9019075231500383}",30,0,-61.96961420664159,"{0: 22, 1: 4, 2: 1, 3: 3, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.901121433187153}",25,0,-20.503391866892542,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.9003304663284378}",20,0,-101.07294551910195,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
245,False,"{'a': 0.5, 'e': 0.8995346025953611}",30,0,-230.43070431993482,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 5}",0
246,False,"{'a': 0.5, 'e': 0.8987338220765902}",25,0,-95.2536404593535,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
247,False,"{'a': 0.5, 'e': 0.897928104930629}",20,0,-118.56332766291473,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.8971174313884812}",30,0,-207.65803738298158,"{0: 14, 1: 5, 2: 6, 3: 3, 4: 2}",0
249,False,"{'a': 0.5, 'e': 0.8963017817563436}",30,0,-108.54655422449127,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.8954811364183246}",20,5,-94.9041389266962,"{0: 7, 1: 1, 2: 4, 3: 3, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.8946554758391922}",30,0,-57.250437447342364,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.893824780567147}",25,0,-134.20517338255567,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.8929890312366259}",25,0,-108.15277347178574,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.8921482085711296}",20,15,-33.07184063216176,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
255,False,"{'a': 0.5, 'e': 0.8913022933860804}",30,3,-136.35878062051066,"{0: 15, 1: 3, 2: 6, 3: 2, 4: 1}",1
256,False,"{'a': 0.5, 'e': 0.8904512665917043}",20,0,-120.72734134247501,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.8895951091959409}",20,0,-33.96676277061245,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.8887338023073814}",20,4,-79.18477544449549,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 1}",1
259,False,"{'a': 0.5, 'e': 0.8878673271382315}",25,3,12.728983843459927,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.8869956650073003}",20,0,-84.03820706084713,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
261,False,"{'a': 0.5, 'e': 0.8861187973430181}",30,9,-36.80931772716777,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.8852367056864775}",20,0,-55.53614846369827,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.8843493716945012}",20,4,-56.35964219200563,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.883456777142737}",20,0,-29.44581336798727,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
265,False,"{'a': 0.5, 'e': 0.8825589039287759}",20,5,-111.30937925480647,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 3}",1
266,False,"{'a': 0.5, 'e': 0.8816557340752968}",25,0,-158.2488178560698,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
267,False,"{'a': 0.5, 'e': 0.8807472497332367}",30,0,-124.44803713225785,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
268,False,"{'a': 0.5, 'e': 0.8798334331849837}",20,0,-121.77531166252595,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.8789142668475971}",20,0,-197.10864801573615,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
270,False,"{'a': 0.5, 'e': 0.8779897332760496}",20,0,-146.72299767983552,"{0: 8, 1: 2, 2: 7, 3: 2, 4: 1}",0
271,False,"{'a': 0.5, 'e': 0.8770598151664943}",30,0,-165.90982777563923,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
272,False,"{'a': 0.5, 'e': 0.8761244953595562}",25,3,-176.67406427657855,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 3}",1
273,False,"{'a': 0.5, 'e': 0.8751837568436457}",20,0,-109.85971105264242,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
274,False,"{'a': 0.5, 'e': 0.8742375827582957}",25,0,-95.10948670869034,"{0: 16, 1: 5, 2: 1, 3: 2, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.873285956397522}",20,0,-48.992554052864335,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.8723288612132049}",20,0,-56.95088158472744,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
277,False,"{'a': 0.5, 'e': 0.8713662808184949}",20,0,-158.068297929314,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
278,False,"{'a': 0.5, 'e': 0.8703981989912373}",30,0,-140.4066315304432,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
279,False,"{'a': 0.5, 'e': 0.8694245996774207}",30,0,-149.2489310916712,"{0: 17, 1: 3, 2: 6, 3: 3, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.8684454669946453}",25,0,-110.73947002477715,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.8674607852356113}",20,0,-81.22172904825828,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
282,False,"{'a': 0.5, 'e': 0.866470538871629}",25,0,-130.9662000595131,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
283,False,"{'a': 0.5, 'e': 0.8654747125561466}",30,0,-110.63754184150595,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.8644732911282988}",25,0,-77.00819951893666,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.8634662596164738}",20,5,-41.33943166749108,"{0: 9, 1: 3, 2: 2, 3: 1, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.8624536032418989}",20,0,-113.56243198147989,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
287,False,"{'a': 0.5, 'e': 0.8614353074222427}",20,0,-101.39222104844164,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
288,False,"{'a': 0.5, 'e': 0.8604113577752369}",20,0,-17.02012815941139,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
289,False,"{'a': 0.5, 'e': 0.8593817401223129}",30,2,-76.56130297295024,"{0: 20, 1: 1, 2: 4, 3: 3, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.8583464404922564}",20,10,-61.426918616678584,"{0: 4, 1: 4, 2: 1, 3: 0, 4: 1}",1
291,False,"{'a': 0.5, 'e': 0.8573054451248767}",25,0,-102.22634798994038,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
292,False,"{'a': 0.5, 'e': 0.856258740474692}",35,0,-68.82454963737383,"{0: 27, 1: 2, 2: 5, 3: 0, 4: 1}",0
293,False,"{'a': 0.5, 'e': 0.855206313214629}",25,0,-105.03694094020187,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
294,False,"{'a': 0.5, 'e': 0.8541481502397378}",30,0,-48.60150331545974,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.8530842386709178}",30,16,-32.727842239025826,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.85201456585866}",30,0,-100.74299117353901,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.8509391193867996}",20,0,-103.71177086246615,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
298,False,"{'a': 0.5, 'e': 0.8498578870762795}",30,0,-105.00142113702626,"{0: 17, 1: 4, 2: 8, 3: 1, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.8487708569889285}",25,0,-236.43907885988241,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 5}",0
300,False,"{'a': 0.5, 'e': 0.8476780174312459}",30,0,-93.65143848622559,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
301,False,"{'a': 0.5, 'e': 0.8465793569581985}",20,0,-67.3876674672427,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
302,False,"{'a': 0.5, 'e': 0.8454748643770252}",20,0,-19.87960434794004,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.8443645287510521}",25,0,-80.81959560594348,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.843248339403512}",20,14,-4.077234775773626,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.8421262859213751}",30,0,-51.812310075992386,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.8409983581591817}",20,0,-54.8798112184659,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
307,False,"{'a': 0.5, 'e': 0.8398645462428838}",30,0,-139.92249696574785,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
308,False,"{'a': 0.5, 'e': 0.8387248405736891}",20,0,-52.04646780190028,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.8375792318319111}",25,0,-93.72019927963485,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.8364277109808198}",20,7,-39.06984414488607,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.8352702692704967}",25,4,-76.87478120022196,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 1}",1
312,False,"{'a': 0.5, 'e': 0.8341068982416916}",35,0,-173.65719279555526,"{0: 23, 1: 3, 2: 5, 3: 1, 4: 3}",0
313,False,"{'a': 0.5, 'e': 0.8329375897296777}",35,0,-149.60109064644257,"{0: 22, 1: 5, 2: 5, 3: 1, 4: 2}",0
314,False,"{'a': 0.5, 'e': 0.8317623358681093}",25,1,-84.38918969121373,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 1}",1
315,False,"{'a': 0.5, 'e': 0.8305811290928774}",25,0,-54.57409122944259,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
316,False,"{'a': 0.5, 'e': 0.8293939621459621}",25,0,-161.41346438388314,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
317,False,"{'a': 0.5, 'e': 0.8282008280792847}",20,2,-14.539078413862477,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.8270017202585546}",20,0,-65.47938683468446,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.8257966323671111}",25,0,-109.64409966532838,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
320,False,"{'a': 0.5, 'e': 0.8245855584097619}",20,0,-68.69420294668797,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
321,False,"{'a': 0.5, 'e': 0.8233684927166123}",25,0,-5.572681197036902,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.8221454299468889}",30,6,-81.02100804573404,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 1}",1
323,False,"{'a': 0.5, 'e': 0.8209163650927549}",20,0,-58.76259153901412,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
324,False,"{'a': 0.5, 'e': 0.819681293483115}",25,0,-105.59228425734668,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
325,False,"{'a': 0.5, 'e': 0.81844021078741}",30,0,-97.18206958622629,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
326,False,"{'a': 0.5, 'e': 0.8171931130194018}",20,0,-41.69721044295817,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
327,False,"{'a': 0.5, 'e': 0.8159399965409436}",25,0,-59.828832612522625,"{0: 19, 1: 1, 2: 2, 3: 3, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.814680858065738}",30,0,-75.784424520068,"{0: 19, 1: 5, 2: 5, 3: 1, 4: 0}",0
329,False,"{'a': 0.5, 'e': 0.8134156946630812}",30,5,-8.685654112603876,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.8121445037615901}",25,0,-154.1989060652955,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
331,False,"{'a': 0.5, 'e': 0.810867283152914}",30,0,-160.05272426066406,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
332,False,"{'a': 0.5, 'e': 0.809584030995429}",25,0,-93.26437929083617,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
333,False,"{'a': 0.5, 'e': 0.8082947458179119}",35,7,-72.74217044191867,"{0: 19, 1: 0, 2: 8, 3: 1, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.8069994265231969}",20,0,-135.59870992928282,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
335,False,"{'a': 0.5, 'e': 0.8056980723918078}",25,0,-70.83041845485752,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
336,False,"{'a': 0.5, 'e': 0.8043906830855729}",25,0,-200.77899273467,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
337,False,"{'a': 0.5, 'e': 0.8030772586512127}",25,13,-32.051150296177184,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
338,False,"{'a': 0.5, 'e': 0.8017577995239044}",25,7,-90.95560466361191,"{0: 11, 1: 3, 2: 1, 3: 2, 4: 1}",1
339,False,"{'a': 0.5, 'e': 0.8004323065308223}",35,0,-258.42605995218236,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 5}",0
340,False,"{'a': 0.5, 'e': 0.7991007808946502}",25,0,-141.70907800619665,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
341,False,"{'a': 0.5, 'e': 0.7977632242370666}",25,0,-49.18511506617103,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
342,False,"{'a': 0.5, 'e': 0.7964196385822004}",25,0,-35.6518992498279,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
343,False,"{'a': 0.5, 'e': 0.7950700263600583}",20,0,-68.5064743720998,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
344,False,"{'a': 0.5, 'e': 0.7937143904099181}",20,15,1.5307471339802947,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.7923527339836921}",25,0,-122.72051927560568,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
346,False,"{'a': 0.5, 'e': 0.7909850607492551}",25,9,-44.23749571410099,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.789611374793739}",25,0,-59.80702780617266,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
348,False,"{'a': 0.5, 'e': 0.7882316806267904}",20,0,8.706610539684334,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
349,False,"{'a': 0.5, 'e': 0.7868459831837903}",25,6,-40.209090974259425,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.7854542878290374}",20,0,-66.29129159529684,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.784056600358889}",20,0,-100.49309590089032,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
352,False,"{'a': 0.5, 'e': 0.7826529270048636}",20,0,-79.49933695776484,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
353,False,"{'a': 0.5, 'e': 0.7812432744366992}",20,0,-67.37119547593821,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
354,False,"{'a': 0.5, 'e': 0.7798276497653688}",30,2,-159.66657398867437,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 3}",1
355,False,"{'a': 0.5, 'e': 0.7784060605460522}",20,12,-25.946113156713743,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.7769785147810606}",25,6,-104.42530309437952,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 1}",1
357,False,"{'a': 0.5, 'e': 0.7755450209227147}",20,0,-57.69908329465595,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
358,False,"{'a': 0.5, 'e': 0.7741055878761738}",35,9,-113.67125582133191,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 2}",1
359,False,"{'a': 0.5, 'e': 0.7726602250022165}",20,5,-26.737414175242716,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.7712089421199692}",20,0,-62.790668950853686,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
361,False,"{'a': 0.5, 'e': 0.7697517495095826}",25,0,-192.04263604427803,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
362,False,"{'a': 0.5, 'e': 0.7682886579148563}",20,0,-22.07188307264214,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.7668196785458067}",20,8,-16.686327687703056,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.7653448230811801}",20,0,-53.35378122113347,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
365,False,"{'a': 0.5, 'e': 0.7638641036709088}",20,0,-40.47163061744328,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
