trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
550,False,"{'a': 0.5, 'e': 0.42558609308979695}",30,14,-8.600920635541062,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.4237039448397509}",20,0,-54.202120179353074,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
552,False,"{'a': 0.5, 'e': 0.4218248238903386}",20,0,-107.50410872872236,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
553,False,"{'a': 0.5, 'e': 0.41994878292902454}",20,0,-10.945780699189392,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.41807587427391085}",20,13,7.519386739165863,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.41620614986841575}",20,11,-5.888026023491552,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.4143396612760455}",30,20,20.810271617600712,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.41247645967525975}",25,18,10.407592505498943,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.41061659585443133}",30,3,-24.127010799262777,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
559,False,"{'a': 0.5, 'e': 0.40876012020690233}",30,12,8.245711312474592,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.40690708272613585}",25,12,-77.66298705535743,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
561,False,"{'a': 0.5, 'e': 0.4050575330009653}",20,9,10.17527397422221,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.4032115202109411}",20,12,10.763967584200792,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.4013690931217771}",20,0,-58.52450857512962,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
564,False,"{'a': 0.5, 'e': 0.39953030008089463}",20,11,-13.264209260971999,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.39769518901306844}",20,0,-6.242782398263456,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
566,False,"{'a': 0.5, 'e': 0.39586380741617194}",30,24,9.555400182334349,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.39403620235702375}",25,0,-89.90341660507069,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
568,False,"{'a': 0.5, 'e': 0.3922124204673362}",20,2,-103.50002127767138,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 2}",1
569,False,"{'a': 0.5, 'e': 0.39039250793976554}",35,13,-2.1284860410770667,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.3885765105240651}",20,8,-1.3546725502580519,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.38676447352334126}",25,0,-83.30679607775642,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
572,False,"{'a': 0.5, 'e': 0.3849564417904127}",20,0,-49.73318406938295,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
573,False,"{'a': 0.5, 'e': 0.3831524597242734}",20,0,-36.82881288693582,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
574,False,"{'a': 0.5, 'e': 0.3813525712666595}",20,0,-62.91811166488674,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
575,False,"{'a': 0.5, 'e': 0.37955681989872053}",20,1,-19.07090459888912,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.3777652486377945}",20,13,4.306705064436245,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.3759779000342885}",20,0,9.143147713747405,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
578,False,"{'a': 0.5, 'e': 0.3741948161686632}",20,4,-18.37721255475723,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.3724160386485222}",20,0,2.197122699934166,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
580,False,"{'a': 0.5, 'e': 0.3706416086058072}",35,21,-45.502189628470425,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
581,False,"{'a': 0.5, 'e': 0.36887156669409665}",20,9,13.256277109678274,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.36710595308601024}",20,14,10.710372454054678,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.3653448074707179}",25,0,-100.39091176737637,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
584,False,"{'a': 0.5, 'e': 0.3635881690515538}",30,19,-45.3445023075095,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
585,False,"{'a': 0.5, 'e': 0.36183607654373445}",20,7,4.473566309131945,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.36008856817218177}",20,13,2.8034152185371717,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.35834568166945024}",20,6,-11.716073959802628,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.3566074542737579}",30,4,44.30027228379946,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.3548739227271215}",25,7,5.3065694034925635,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.3531451232735948}",25,7,-26.474880886963533,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
591,False,"{'a': 0.5, 'e': 0.3514210916576105}",30,19,-2.6551642422953625,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.3497018631224242}",20,0,-54.298331560428934,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
593,False,"{'a': 0.5, 'e': 0.3479874724086617}",20,0,9.727929225688476,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
594,False,"{'a': 0.5, 'e': 0.3462779537529674}",20,4,6.657094705240105,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.344573340886755}",20,8,18.01609911073032,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.3428736670350586}",25,13,4.6747015800083265,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.34117896491548505}",20,2,-4.051550398640293,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.3394892667372652}",25,0,-76.3126762627528,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
599,False,"{'a': 0.5, 'e': 0.337804604200406}",30,7,10.571595465437683,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.3361250084949398}",20,10,-15.65300207814543,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.3344505103002737}",20,0,6.71347201668665,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
602,False,"{'a': 0.5, 'e': 0.33278113978463425}",25,0,-5.680598835810017,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.331116926604611}",20,8,-20.58549806364117,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.32945789990479474}",20,3,23.304655831953298,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.327804088317512}",25,8,8.43513313415379,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.32615551996265374}",20,8,-26.862168606885195,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.32451222244759786}",25,3,23.03714057287202,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.32287422286722506}",20,13,15.443538691256535,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.32124154780402675}",20,14,11.790814374341643,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.31961422332830375}",25,8,19.051148795239335,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.3179922749984568}",25,0,-18.701117921048905,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
612,False,"{'a': 0.5, 'e': 0.316375727861365}",30,13,-35.0182937468228,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
613,False,"{'a': 0.5, 'e': 0.3147646064528539}",20,8,16.853647237627474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.31315893479825146}",25,7,-19.149081139433047,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
615,False,"{'a': 0.5, 'e': 0.31155873641303006}",30,0,-53.378480676971364,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
616,False,"{'a': 0.5, 'e': 0.30996403430353425}",20,6,2.80317124795141,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.30837485096779427}",20,0,32.39657198251224,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.3067912083964222}",20,9,-12.4770508694967,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.3052131280735915}",30,17,-16.89647778132086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
620,False,"{'a': 0.5, 'e': 0.30364063097809796}",25,4,-4.589460773332636,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
621,False,"{'a': 0.5, 'e': 0.30207373758450135}",20,0,-56.1530799355191,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
622,False,"{'a': 0.5, 'e': 0.3005124678643467}",25,0,9.73920609119593,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
623,False,"{'a': 0.5, 'e': 0.2989568412874638}",20,12,-26.396689022655703,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
624,False,"{'a': 0.5, 'e': 0.2974068768233444}",25,13,-14.479543381577791,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.2958625929425952}",25,4,-80.76008945380019,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 2}",1
626,False,"{'a': 0.5, 'e': 0.2943240076184664}",25,3,-42.77342429503051,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
627,False,"{'a': 0.5, 'e': 0.2927911383284538}",35,19,-22.778976036152443,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.29126400205597425}",25,5,31.160356545942655,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.2897426152921119}",20,12,5.381202191584171,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.28822699403743596}",20,5,-14.341087869160392,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
631,False,"{'a': 0.5, 'e': 0.2867171538038869}",25,9,14.4445664862576,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.28521310961673124}",20,0,-22.36007030513226,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
633,False,"{'a': 0.5, 'e': 0.283714876016583}",20,11,16.16154508584541,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.2822224670614911}",20,11,2.8255538024746496,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.2807358963290911}",35,12,-7.2394771642414035,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.2792551769188199}",25,0,-16.74804711943776,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
637,False,"{'a': 0.5, 'e': 0.27778032145419324}",25,8,22.02956753803754,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.27631134208514363}",30,2,8.65965795413166,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.2748482504904174}",20,7,10.025495205322757,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.2733910578800309}",25,7,33.75888409311424,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.27193977499778343}",20,13,5.8727004937540785,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.2704944121238262}",30,10,19.230122402666918,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.26905497907728526}",30,12,31.595288419481374,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.2676214852189393}",25,13,24.016266140566426,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.26619393945394776}",20,3,18.704796733329996,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.26477235023463125}",25,5,-21.090532487966655,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
647,False,"{'a': 0.5, 'e': 0.26335672556330086}",20,5,-15.097837255521835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
648,False,"{'a': 0.5, 'e': 0.26194707299513637}",35,20,-39.06468008715474,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
649,False,"{'a': 0.5, 'e': 0.26054339964111095}",30,12,-43.58113462478684,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
650,False,"{'a': 0.5, 'e': 0.25914571217096266}",25,10,-28.815764044970525,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
651,False,"{'a': 0.5, 'e': 0.2577540168162097}",25,13,-42.65702549007668,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
652,False,"{'a': 0.5, 'e': 0.25636831937320964}",25,0,-60.82803461549728,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
653,False,"{'a': 0.5, 'e': 0.2549886252062609}",25,19,-10.657364811562532,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.25361493925074496}",20,6,24.595787459954327,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.252247266016308}",30,0,19.22275999285806,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.2508856095900818}",30,13,20.472990443777896,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.5, 'e': 0.24952997363994156}",20,0,3.748671739117013,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
658,False,"{'a': 0.5, 'e': 0.24818036141779945}",35,14,-0.6412748239013499,"{0: 18, 1: 2, 2: 0, 3: 1, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.24683677576293342}",20,7,-44.284635657631355,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
660,False,"{'a': 0.5, 'e': 0.2454992191053497}",20,0,15.33047767327194,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
661,False,"{'a': 0.5, 'e': 0.24416769346917758}",20,0,18.37750573529122,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
662,False,"{'a': 0.5, 'e': 0.2428422004760955}",25,0,-37.472848611990685,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
663,False,"{'a': 0.5, 'e': 0.2415227413487872}",25,0,18.35326442465932,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
664,False,"{'a': 0.5, 'e': 0.24020931691442687}",20,9,-7.462545658195513,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.2389019276081921}",25,9,-2.537117193051577,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.2376005734768032}",20,14,9.749619136446679,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.2363052541820879}",30,13,-11.657144832823011,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.23501596900457086}",25,0,-75.12887050726422,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
669,False,"{'a': 0.5, 'e': 0.23373271684708585}",25,16,-15.832356260003944,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.2324554962384099}",20,10,0.43008712608691324,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.2311843053369187}",30,19,4.541535839428444,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.22991914193426188}",30,0,-8.791034400352915,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
673,False,"{'a': 0.5, 'e': 0.22866000345905632}",25,0,-26.662487238655203,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
674,False,"{'a': 0.5, 'e': 0.22740688698059802}",20,10,-33.92354066050387,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
675,False,"{'a': 0.5, 'e': 0.22615978921258983}",25,10,12.647623003176493,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.22491870651688495}",20,5,28.79863757007507,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.22368363490724497}",30,10,22.665309938386372,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.22245457005311103}",25,6,33.15493071831191,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.22123150728338775}",30,4,-51.48847560754404,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 2}",1
680,False,"{'a': 0.5, 'e': 0.22001444159023809}",20,12,13.597643503492076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.21880336763288882}",20,6,-8.802910124765749,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.21759827974144544}",20,6,0.34181390047985594,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.21639917192071523}",25,14,10.921192411486293,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.21520603785403786}",20,12,13.14621870827798,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.21401887090712252}",30,13,24.70403239535926,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.2128376641318905}",30,17,-22.70682831090516,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
687,False,"{'a': 0.5, 'e': 0.21166241027032223}",20,10,-46.640863832767806,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
688,False,"{'a': 0.5, 'e': 0.21049310175830852}",20,9,9.257115931400987,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.20932973072950328}",30,13,6.833361553205119,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.20817228901918033}",20,14,10.496421089513902,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.20702076816808893}",25,11,1.8475847557953775,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.20587515942631085}",20,5,-24.695140157561454,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
693,False,"{'a': 0.5, 'e': 0.20473545375711633}",30,13,-15.892544557249224,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.2036016418408184}",25,8,27.465593389431664,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.202473714078625}",35,22,11.03795642859698,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.20135166059648799}",20,12,14.825655210098837,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.5, 'e': 0.200235471248948}",30,10,25.99159230791283,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.19912513562297474}",25,5,35.42534822428,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.19802064304180156}",25,11,-76.30890506485994,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
700,False,"{'a': 0.5, 'e': 0.19692198256875407}",20,7,13.62302540262123,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.19582914301107152}",20,6,1.4691796517506137,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.19474211292372054}",20,0,32.59842787970151,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
703,False,"{'a': 0.5, 'e': 0.19366088061320058}",25,13,18.790463587999295,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.19258543414133994}",20,14,8.530473663440063,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.19151576132908218}",25,17,14.850548072873947,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.19045184976026222}",30,11,16.642525630724258,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.18939368678537088}",20,8,-22.16732562307356,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
708,False,"{'a': 0.5, 'e': 0.18834125952530809}",20,9,7.456004791920006,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.1872945548751234}",30,13,5.058915576605408,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.1862535595077437}",20,12,16.894634120161253,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.18521825987768717}",25,3,1.4274383297097786,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.1841886422247632}",25,9,-25.400426701429787,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
713,False,"{'a': 0.5, 'e': 0.1831646925777573}",25,13,20.453807894332144,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.18214639675810113}",30,16,16.60662896394149,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.18113374038352612}",20,0,26.11337107788151,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.18012670887170126}",35,14,33.86139534531184,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.17912528744385345}",20,12,-39.05797552352354,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
718,False,"{'a': 0.5, 'e': 0.178129461128371}",20,11,2.1152077047100857,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.17713921476438865}",20,15,8.997520570054,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.17615453300535477}",20,13,12.739936977998834,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.1751754003225793}",20,3,20.941931135088964,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.17420180100876276}",25,20,7.865673615103992,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.1732337191815051}",35,23,2.9285854765322448,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.172271138786795}",25,15,21.70870641932253,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.5, 'e': 0.17131404360247807}",30,18,24.320480573974002,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.17036241724170428}",20,13,12.888945116558965,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.1694162431563543}",20,0,-14.482692116952224,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
728,False,"{'a': 0.5, 'e': 0.16847550464044378}",20,12,14.551367066517805,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.16754018483350575}",35,13,33.49081807966458,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.16661026672395046}",20,13,13.954655728060324,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.5, 'e': 0.16568573315240281}",20,13,12.66401107311554,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.16476656681501617}",30,18,22.1003556252435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.1638527502667632}",20,12,16.03516654193892,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.16294426592470304}",25,7,28.005392854357545,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
